# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-a" "Caulerpa_racemosa_v2.gtf" "-G" "/bigdata/stajichlab/shared/projects/Caulerpa/annotation/filtered_annotate/v2/v2/Caulerpa_racemosa_v2.scaffolds.fa" "-T" "16" "-o" "results/STAR/Caulerpa_racemosa_v2.featureCounts.tsv" "-g" "gene_id" "-J" "-F" "GTF" "results/STAR/Caulerpa_racemosa_v2.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/STAR/Caulerpa_racemosa_v2.Aligned.sortedByCoord.out.bam
CRAC_000142-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	282882;282992;283115;283235;283421;283918;284036	282950;283069;283187;283371;283871;283990;284201	-;-;-;-;-;-;-	1047	0
CRAC_000143-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	284225;284569;284677;284910	284525;284637;284865;285342	+;+;+;+	992	0
CRAC_000144-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	285351;285541;285589;285889;286046;286277;286493	285500;285549;285788;286003;286232;286451;287320	+;+;+;+;+;+;+	1664	0
CRAC_000145-T1	scaffold_1;scaffold_1	287321;290024	289949;290777	-;-	3383	0
CRAC_000146-T1	scaffold_1	290933	291337	+	405	0
CRAC_000147-T1	scaffold_1;scaffold_1;scaffold_1	291721;291833;292062	291792;292009;292136	+;+;+	324	0
CRAC_000148-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	292680;292845;292943;293168;293449;293620	292800;292897;293124;293402;293573;294115	+;+;+;+;+;+	1212	18
CRAC_000149-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	294143;294373;294526;294622;294755	294329;294479;294575;294704;294891	+;+;+;+;+	564	0
CRAC_000150-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	294961;295142;295419;295497	295096;295377;295454;295781	+;+;+;+	693	9
CRAC_000151-T1	scaffold_1;scaffold_1	295439;296067	296021;296205	-;-	722	0
CRAC_000152-T1	scaffold_1;scaffold_1	296206;297402	297345;297658	-;-	1397	0
CRAC_000153-T1	scaffold_1;scaffold_1	297844;299512	299468;299596	-;-	1710	0
CRAC_000154-T1	scaffold_1;scaffold_1;scaffold_1	299925;300134;300415	300089;300368;301496	+;+;+	1482	0
CRAC_000155-T1	scaffold_1	301727	302375	-	649	0
CRAC_000156-T1	scaffold_1;scaffold_1	302439;302670	302623;303213	+;+	729	0
CRAC_000157-T1	scaffold_1;scaffold_1;scaffold_1	303228;303317;303574	303270;303531;303663	-;-;-	348	4
CRAC_000158-T1	scaffold_1;scaffold_1	304590;305048	304995;305130	-;-	489	0
CRAC_000159-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	305396;305565;305841;306095	305510;305788;306014;306208	-;-;-;-	627	0
CRAC_000160-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	306095;306891;307057;307403;307596	306842;307015;307364;307551;308104	+;+;+;+;+	1839	0
CRAC_000160-T2	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	306301;306425;306642;306891;307057;307403;307596;307733	306356;306598;306842;307015;307364;307551;307681;308104	+;+;+;+;+;+;+;+	1471	0
CRAC_000161-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	308245;308461;308909;311724;312011;312314;312495;313132;313404	308420;308867;311678;311961;312268;312418;313090;313308;315395	+;+;+;+;+;+;+;+;+	6719	0
CRAC_000162-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	315448;315978;316403;316525	315925;316352;316484;317059	-;-;-;-	1470	0
CRAC_000163-T1	scaffold_1;scaffold_1	317127;317369	317324;317512	+;+	342	0
CRAC_000164-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	318014;318410;318541;318697;318838;319287;319448;319589;320034;320195;320337;320783;320945;321086;321525;321663	318361;318493;318639;318795;319236;319385;319546;319987;320132;320293;320735;320881;321043;321481;321614;321731	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2976	32
CRAC_000165-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	321940;323309;323440;323599;323740;324187;324348;324490;324939;325099;325241;325681	323259;323392;323538;323697;324138;324285;324446;324888;325037;325197;325636;325963	-;-;-;-;-;-;-;-;-;-;-;-	3475	0
CRAC_000165-T2	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	321940;323309;323440;323599;323740;324187;324348;324490;324939;325241	323259;323392;323538;323697;324138;324285;324446;324888;325197;325963	-;-;-;-;-;-;-;-;-;-	3580	0
CRAC_000165-T3	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	322883;323309;323440;323740;324187;324348;324490;324939;325099;325241;325681;325820	323259;323392;323697;324138;324285;324446;324888;325037;325197;325636;325770;325963	-;-;-;-;-;-;-;-;-;-;-;-	2543	0
CRAC_000166-T1	scaffold_1;scaffold_1	328644;328865	328832;329062	+;+	387	0
CRAC_000167-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	330078;330432;330644;330865;331002;331289	330386;330590;330822;330958;331247;331456	-;-;-;-;-;-	1155	0
CRAC_000168-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	331587;331644;332087;332493	331604;332042;332415;333294	+;+;+;+	1548	0
CRAC_000169-T1	scaffold_1;scaffold_1;scaffold_1	333726;334216;334410	334169;334365;335327	+;+;+	1512	0
CRAC_000170-T1	scaffold_1;scaffold_1;scaffold_1	335743;336504;338033	336452;337986;338314	-;-;-	2475	0
CRAC_000172-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	337338;340180;341390;341514;341640;341735;341892	337469;341351;341471;341593;341690;341841;342121	+;+;+;+;+;+;+	1854	0
CRAC_000171-T1	scaffold_1;scaffold_1;scaffold_1	338708;339208;339532	339157;339486;340657	-;-;-	1855	0
CRAC_000173-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	342250;342469;342759;343192;343464;343764;343948	342425;342690;343145;343416;343715;343925;343991	-;-;-;-;-;-;-	1468	0
CRAC_000173-T2	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	342250;342469;342621;343192;343464;343764;343948	342425;342579;343145;343416;343715;343925;343991	-;-;-;-;-;-;-	1495	0
CRAC_000173-T3	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	342321;342469;342621;342759;343192;343464;343764;343948	342425;342579;342690;343145;343416;343715;343925;343991	-;-;-;-;-;-;-;-	1356	0
CRAC_000174-T1	scaffold_1;scaffold_1;scaffold_1	344171;344389;344547	344345;344506;344848	+;+;+	595	0
CRAC_000175-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	344827;345219;345382;345565	345165;345340;345516;346236	-;-;-;-	1268	0
CRAC_000176-T1	scaffold_1;scaffold_1	345703;345970	345926;346236	+;+	491	0
CRAC_000177-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	346263;346604;346824;347794;348030;348417;350078;350281	346564;346783;347751;347982;348374;349982;350235;353604	+;+;+;+;+;+;+;+	6992	0
CRAC_000178-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	351070;351168;351320;351664;351791	351126;351276;351619;351746;351850	-;-;-;-;-	609	0
CRAC_000179-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	351973;352556;353039;353322;353545	352514;352995;353280;353497;353878	-;-;-;-;-	1734	0
CRAC_000180-T1	scaffold_1;scaffold_1;scaffold_1	354011;354138;354273	354092;354221;354328	-;-;-	222	0
CRAC_000181-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	354377;354705;354815;354962;355189	354665;354770;354922;355133;355292	-;-;-;-;-	739	0
CRAC_000182-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	355295;355400;355544;355724;355856;356133;356284	355354;355498;355680;355796;356092;356234;356868	+;+;+;+;+;+;+	1293	0
CRAC_000183-T1	scaffold_1	357207	359228	+	2022	0
CRAC_000184-T1	scaffold_1	360499	362349	+	1851	0
CRAC_000185-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	362892;363699;363883;364076;364764;364972	363658;363843;364035;364721;364930;365616	+;+;+;+;+;+	2523	0
CRAC_000186-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	367226;367452;367717;367987;368978	367393;367670;367932;368897;369191	-;-;-;-;-	1728	0
CRAC_000187-T1	scaffold_1;scaffold_1	369502;369807	369760;371951	-;-	2404	0
CRAC_000188-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	372405;372516;372650;373088;373250;373396;373528	372467;372605;373045;373186;373348;373479;373845	+;+;+;+;+;+;+	1149	0
CRAC_000189-T1	scaffold_1;scaffold_1	374192;377387	377289;377495	-;-	3207	0
CRAC_000190-T1	scaffold_1;scaffold_1	378806;378967	378922;379917	+;+	1068	0
CRAC_000192-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	379918;380973;381077;381215;381335;381573	380926;381031;381169;381293;381529;381712	-;-;-;-;-;-	1575	0
CRAC_000191-T1	scaffold_1;scaffold_1	379918;380111	380061;380925	+;+	959	0
CRAC_000193-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	381749;381827;381901;382023	381786;381857;381981;382133	+;+;+;+	261	0
CRAC_000194-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	382152;382508;382672;382839;383033;383338	382460;382621;382795;382989;383295;383453	-;-;-;-;-;-	1077	0
CRAC_000195-T1	scaffold_1;scaffold_1	383747;383991	383941;384083	-;-	288	0
CRAC_000196-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	384249;384514;384634;385439;385657;385852	384392;384581;384787;385606;385811;386128	-;-;-;-;-;-	966	0
CRAC_000197-T1	scaffold_1;scaffold_1	386149;386736	386713;386980	-;-	810	0
CRAC_000198-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	387312;387559;388010;388203;388387;388647	387506;387957;388149;388335;388596;389081	-;-;-;-;-;-	1512	0
CRAC_000199-T1	scaffold_1;scaffold_1;scaffold_1	389141;389724;389833	389676;389781;389853	-;-;-	615	0
CRAC_000200-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	390713;390965;391078;391197	390916;391037;391151;391274	+;+;+;+	429	44
CRAC_000201-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	391909;391995;392137;392306;392466;392861;393627	391941;392087;392254;392419;392735;393567;393977	-;-;-;-;-;-;-	1686	0
CRAC_000202-T1	scaffold_1;scaffold_1	394426;394594	394536;394734	+;+	252	0
CRAC_000203-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	394872;395781;396647;397538;399457	395735;396506;397490;399372;401635	-;-;-;-;-	6448	2
CRAC_000204-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	401655;401808;401881;401972;402649;402925;403262;403426	401755;401839;401930;402605;402881;403216;403383;404753	+;+;+;+;+;+;+;+	2792	0
CRAC_000205-T1	scaffold_1	407497	408396	+	900	0
CRAC_000206-T1	scaffold_1;scaffold_1;scaffold_1	408816;409354;409510	409307;409462;409676	-;-;-	768	0
CRAC_000207-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	409709;410210;410629;410870;410998;411120	410169;410590;410829;410953;411071;411344	-;-;-;-;-;-	1426	0
CRAC_000208-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	411317;412654;412788;413110;413181	412601;412744;413069;413134;413334	-;-;-;-;-	1837	0
CRAC_000208-T2	scaffold_1;scaffold_1;scaffold_1	412094;412654;412788	412601;412744;413128	-;-;-	940	0
CRAC_000209-T1	scaffold_1;scaffold_1;scaffold_1	413505;414214;414419	414153;414375;415416	+;+;+	1809	0
CRAC_000210-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	415408;415727;415904;416061;416336;416557;416761	415681;415858;416012;416291;416515;416718;416871	-;-;-;-;-;-;-	1199	0
CRAC_000210-T2	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	415408;415727;415904;416061;416336;416557	415681;415858;416012;416291;416515;416871	-;-;-;-;-;-	1241	0
CRAC_000211-T1	scaffold_1;scaffold_1;scaffold_1	417016;417141;417225	417096;417184;417858	+;+;+	759	0
CRAC_000212-T1	scaffold_1;scaffold_1	417959;418153	418109;418658	+;+	657	0
CRAC_000213-T1	scaffold_1;scaffold_1;scaffold_1	418626;418845;418998	418799;418955;419797	+;+;+	1085	0
CRAC_000214-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	419798;419960;420106;420317	419921;420065;420275;421081	+;+;+;+	1165	0
CRAC_000215-T1	scaffold_1;scaffold_1;scaffold_1	421191;421927;422093	421880;422052;422212	+;+;+	936	0
CRAC_000216-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	422318;422508;422603;422788;422988	422453;422562;422740;422945;423010	+;+;+;+;+	510	0
CRAC_000217-T1	scaffold_1;scaffold_1	423496;424477	424355;424621	-;-	1005	0
CRAC_000218-T1	scaffold_1;scaffold_1	424656;425049	424836;426211	+;+	1344	0
CRAC_000219-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	426336;427171;427608;427762;427901;428033	427115;427566;427706;427860;427984;428529	+;+;+;+;+;+	1955	0
CRAC_000219-T2	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	426336;427026;427171;427608;427762;427901;428033	426975;427115;427566;427706;427860;427984;428529	+;+;+;+;+;+;+	1905	0
CRAC_000220-T1	scaffold_1	429043	431808	-	2766	0
CRAC_000221-T1	scaffold_1	435095	435914	+	820	0
CRAC_000222-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	435907;436106;436339;437906;438163;438377;438535	436059;436294;437854;438120;438332;438488;438651	+;+;+;+;+;+;+	2472	0
CRAC_000223-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	438880;439035;439165;439318;439450;439594;439742;439891;440102;440240	438988;439117;439275;439404;439545;439700;439846;440057;440193;440371	-;-;-;-;-;-;-;-;-;-	1089	0
CRAC_000224-T1	scaffold_1	440417	440680	-	264	0
CRAC_000225-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	440692;440817;440978;441465;441672;441904;442194;442357;442858;443382	440773;440932;441412;441560;441858;442141;442314;442815;443331;443627	+;+;+;+;+;+;+;+;+;+	2454	0
CRAC_000226-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	443664;443761;443848;443937;444295;444542;444668;444927;445063;445264;445406	443702;443804;443890;444247;444499;444625;444881;445016;445223;445357;445488	+;+;+;+;+;+;+;+;+;+;+	1368	0
CRAC_000227-T1	scaffold_1;scaffold_1;scaffold_1	446399;447215;447340	447160;447294;447502	-;-;-	1005	0
CRAC_000228-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	447535;447853;448055;448201	447807;448008;448156;449099	+;+;+;+	1430	40
CRAC_000229-T1	scaffold_1;scaffold_1	448946;449238	449194;449447	-;-	459	0
CRAC_000230-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	450234;450602;450753;450920;451214;451457;451855;452765;453032;453214;453374;454150;454443	450554;450711;450859;451166;451413;451809;452723;452983;453162;453324;454102;454401;454942	-;-;-;-;-;-;-;-;-;-;-;-;-	4149	0
CRAC_000231-T1	scaffold_1;scaffold_1;scaffold_1	455149;455780;457269	455735;457226;459350	+;+;+	4116	0
CRAC_000231-T2	scaffold_1;scaffold_1;scaffold_1	455149;455375;455780	455242;455735;459350	+;+;+	4026	0
CRAC_000232-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	459502;459590;459823;459978;460101	459560;459778;459934;460049;460295	+;+;+;+;+	627	0
CRAC_000233-T1	scaffold_1;scaffold_1;scaffold_1	460724;462159;462395	462107;462346;462448	-;-;-	1626	0
CRAC_000234-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	462679;463697;463817;464092	463658;463770;464046;464191	-;-;-;-	1384	0
CRAC_000235-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	464207;464330;464438;464536;464923	464283;464392;464490;464873;465475	+;+;+;+;+	1084	0
CRAC_000236-T1	scaffold_1;scaffold_1	465457;465704	465663;465979	-;-	483	0
CRAC_000237-T1	scaffold_1;scaffold_1;scaffold_1	466849;467084;467243	467037;467186;467475	-;-;-	525	0
CRAC_000238-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	467627;467888;468019;468177;468319	467839;467971;468117;468275;468366	-;-;-;-;-	543	0
CRAC_000239-T1	scaffold_1;scaffold_1	468833;469537	469492;470213	-;-	1337	2
CRAC_000240-T1	scaffold_1;scaffold_1;scaffold_1	471003;472068;472517	472017;472471;472664	-;-;-	1567	0
CRAC_000241-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	472759;473431;473562;473719;473860;474304;474461;474607;475047;475185	473382;473514;473660;473817;474258;474402;474559;475002;475136;475338	-;-;-;-;-;-;-;-;-;-	2143	0
CRAC_000241-T2	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	472759;473431;473562;473719;473860;474304;474461;474607;475185	473382;473514;473660;473817;474258;474402;474559;475136;475338	-;-;-;-;-;-;-;-;-	2187	0
CRAC_000241-T3	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	472759;473431;473562;474304;474461;474607;475185	473382;473514;474258;474402;474559;475136;475338	-;-;-;-;-;-;-	2287	0
CRAC_000242-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	476820;477188;477319;477477;477618;478066;478230;478372;478811;478948	477140;477271;477417;477575;478016;478164;478328;478767;478900;479010	-;-;-;-;-;-;-;-;-;-	1749	0
CRAC_000243-T1	scaffold_1;scaffold_1	479296;479886	479688;479978	-;-	486	0
CRAC_000244-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	480465;480811;480942;481004;481100;481243;481692;481852;481994;482434;482573	480761;480894;480961;481040;481198;481641;481790;481950;482389;482523;482635	-;-;-;-;-;-;-;-;-;-;-	1683	0
CRAC_000246-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	483425;484117;485323;485559	484070;485281;485516;485832	-;-;-;-	2279	0
CRAC_000245-T1	scaffold_1;scaffold_1	483560;484615	484554;484624	+;+	1005	0
CRAC_000247-T1	scaffold_1;scaffold_1;scaffold_1	485966;486178;486395	486133;486342;486448	+;+;+	387	0
CRAC_000248-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	487485;487612;487768;487910;488356;488517;488660;489125;489285;489427	487565;487710;487866;488305;488454;488615;489076;489223;489383;489813	-;-;-;-;-;-;-;-;-;-	1875	0
CRAC_000249-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	489991;490628;490788;490930;491370;491509	490578;490726;490886;491325;491459;491520	-;-;-;-;-;-	1284	0
CRAC_000250-T1	scaffold_1;scaffold_1	491852;492482	492443;492507	-;-	618	0
CRAC_000251-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	493357;493704;493835;493990;494133;494581;494742;494884;495324;495460	493653;493787;493933;494088;494531;494679;494840;495279;495413;495522	-;-;-;-;-;-;-;-;-;-	1725	0
CRAC_000252-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	496064;496414;496544;496702;496844;497009;497284;497423	496360;496497;496642;496800;496960;497239;497373;497485	-;-;-;-;-;-;-;-	1080	0
CRAC_000253-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	498529;498709;499157;499318;499459;499899;500038	498666;499107;499255;499416;499854;499988;500100	-;-;-;-;-;-;-	1284	0
CRAC_000254-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	501209;501614;501746;501905;502046;502494;502655;502798;503244;503405;503547;503987;504125	501565;501697;501844;502003;502444;502592;502753;503196;503342;503503;503942;504076;504269	-;-;-;-;-;-;-;-;-;-;-;-;-	2464	0
CRAC_000254-T2	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	501209;501614;501746;501905;502046;502494;502655;502798;503244;503405;503547;503987	501565;501697;501844;502003;502444;502592;502753;503196;503342;503503;503942;504269	-;-;-;-;-;-;-;-;-;-;-;-	2512	0
CRAC_000255-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	504729;505074;505204;505363;505504;505953;506114;506255;506704;506866;507008;507448;507584	505025;505157;505302;505461;505902;506051;506212;506653;506802;506964;507403;507546;507646	-;-;-;-;-;-;-;-;-;-;-;-;-	2331	23
CRAC_000256-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	508288;508689;508819;508977;509118;509566;509727;509867	508641;508772;508917;509075;509516;509664;509825;510208	-;-;-;-;-;-;-;-	1575	0
CRAC_000257-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	511284;511767;512066;512516;512677;512821;513260;513398;513845	511718;512023;512464;512614;512775;513216;513349;513634;513892	-;-;-;-;-;-;-;-;-	2060	0
CRAC_000257-T2	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	511284;511767;511925;512066;512677;512821;513260;513398;513845	511718;511865;512023;512614;512775;513216;513349;513634;513892	-;-;-;-;-;-;-;-;-	2052	0
CRAC_000258-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	515017;515366;515497;515656;515798;516407;516549	515317;515449;515595;515754;516040;516505;516647	-;-;-;-;-;-;-	1024	0
CRAC_000259-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	517615;518060;518190;518352;518493;518943;519104;519247;519686;519825	518012;518143;518288;518450;518891;519041;519202;519642;519775;519984	-;-;-;-;-;-;-;-;-;-	1923	0
CRAC_000259-T2	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	517615;518190;518352;518493;518943;519104;519247;519686;519825	518143;518288;518450;518891;519041;519202;519642;519775;519984	-;-;-;-;-;-;-;-;-	1970	0
CRAC_000259-T3	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	517615;518060;518190;518493;518943;519104;519247;519686;519825	518012;518143;518450;518891;519041;519202;519642;519775;519984	-;-;-;-;-;-;-;-;-	1986	0
CRAC_000259-T4	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	517615;518060;518190;518352;518493;518943;519104;519247;519686	518012;518143;518288;518450;518891;519041;519202;519642;519984	-;-;-;-;-;-;-;-;-	1972	0
CRAC_000260-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	520277;521087;521218;521376;521518;521966;522123;522265;522705;522844	521038;521170;521316;521474;521916;522064;522221;522660;522794;522968	-;-;-;-;-;-;-;-;-;-	2252	0
CRAC_000260-T2	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	520277;521087;521218;521518;521966;522123;522265;522705;522844	521038;521170;521474;521916;522064;522221;522660;522794;522968	-;-;-;-;-;-;-;-;-	2311	0
CRAC_000261-T1	scaffold_1;scaffold_1;scaffold_1	522991;523961;524201	523910;524157;524874	-;-;-	1791	1
CRAC_000263-T1	scaffold_1	525045	529867	-	4823	0
