# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-a" "Caulerpa_lentillifera_v2.gtf" "-G" "/bigdata/stajichlab/shared/projects/Caulerpa/annotation/filtered_annotate/v2/v2/Caulerpa_lentillifera_v2.scaffolds.fa" "-T" "16" "-o" "results/STAR/Caulerpa_lentillifera_v2.featureCounts.tsv" "-g" "gene_id" "-J" "-F" "GTF" "results/STAR/Caulerpa_lentillifera_v2.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/STAR/Caulerpa_lentillifera_v2.Aligned.sortedByCoord.out.bam
CLENT_000130-T1	scaffold_1;scaffold_1;scaffold_1	267364;267926;268177	267885;268132;268869	+;+;+	1422	6791
CLENT_000131-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	268855;269520;269880;270291;270549	269469;269825;270234;270498;270658	-;-;-;-;-	1594	8365
CLENT_000132-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	270183;270291;270549;270694;270790;270984;271273;271651;271855;272157;272323;272698;272995;273399;273655;274005;274355;274582;274778;275123;275449;275650;276013	270234;270498;270649;270741;270926;271223;271596;271805;272110;272265;272653;272921;273331;273607;273949;274310;274535;274714;275078;275390;275601;275961;276141	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4809	67
CLENT_000133-T1	scaffold_1;scaffold_1;scaffold_1	276205;276676;277650	276613;277608;278073	+;+;+	1766	6396
CLENT_000134-T1	scaffold_1;scaffold_1;scaffold_1	278041;278446;278597	278406;278551;278613	-;-;-	489	269
CLENT_000135-T1	scaffold_1;scaffold_1	278690;280458	280409;280626	+;+	1889	5397
CLENT_000136-T1	scaffold_1;scaffold_1;scaffold_1	280539;280859;281053	280808;281008;281675	-;-;-	1043	0
CLENT_000136-T2	scaffold_1;scaffold_1	280539;281053	281008;281675	-;-	1093	0
CLENT_000137-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	281911;282475;282671;283275	282024;282619;283224;283349	+;+;+;+	888	6449
CLENT_000138-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	283534;283744;284029;284402;284520;284784	283703;283980;284355;284470;284735;285237	-;-;-;-;-;-	1473	1953
CLENT_000139-T1	scaffold_1	285382	287859	+	2478	1552
CLENT_000140-T1	scaffold_1	288155	289294	+	1140	9183
CLENT_000141-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	290221;290336;290536;290714;290953;291200;291414;291550;291733	290272;290482;290664;290895;291150;291370;291485;291680;291910	-;-;-;-;-;-;-;-;-	1260	2529
CLENT_000142-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	292605;292742;293028;293232;293494;293928;294270	292700;292980;293186;293448;293865;294225;294376	-;-;-;-;-;-;-	1488	9445
CLENT_000143-T1	scaffold_1	294585	295669	-	1085	1692
CLENT_000144-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	295739;297111;297589;297819	297059;297538;297774;298215	+;+;+;+	2332	4118
CLENT_000145-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	298270;298721;298967;299216	298663;298833;299169;299369	+;+;+;+	864	6478
CLENT_000146-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	300228;300422;300495;300624;301036;301171;301255;301363	300361;300447;300580;300987;301129;301210;301314;301476	-;-;-;-;-;-;-;-	918	4694
CLENT_000147-T1	scaffold_1	301826	303112	+	1287	21
CLENT_000148-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	303241;303719;304115;304366	303662;304064;304323;304408	-;-;-;-	1020	57221
CLENT_000149-T1	scaffold_1;scaffold_1;scaffold_1	305112;306091;306325	306032;306266;306367	-;-;-	1140	8663
CLENT_000150-T1	scaffold_1	308054	308974	-	921	2226
CLENT_000151-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	309295;309413;309801;310106;310294;310563;310697;311011;311271;311836;312139;312497;312684;313041;313305;313492;313788;314242	309298;309755;310049;310244;310518;310645;310967;311221;311790;312092;312413;312638;312993;313254;313441;313746;314191;314378	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4176	64
CLENT_000152-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	314528;314758;314919;315070;315238;315402;315631;315793	314710;314871;315020;315195;315354;315578;315730;316460	+;+;+;+;+;+;+;+	1587	170
CLENT_000153-T1	scaffold_1	316532	317774	+	1243	1350
CLENT_000154-T1	scaffold_1	317898	319822	+	1925	2210
CLENT_000155-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	319889;320057;320492;320627;320736;320838	320011;320444;320569;320690;320796;321044	+;+;+;+;+;+	921	2049
CLENT_000156-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	321223;321469;321684;321843;322172	321415;321634;321800;322113;323689	+;+;+;+;+	2265	1333
CLENT_000157-T1	scaffold_1	322901	323458	-	558	0
CLENT_000158-T1	scaffold_1	324782	325360	-	579	8268
CLENT_000159-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	326472;326625;327309;327584;327762;327950	326576;327260;327536;327715;327911;330600	+;+;+;+;+;+	3902	10646
CLENT_000160-T1	scaffold_1;scaffold_1	330010;330517	330462;330585	-;-	522	0
CLENT_000161-T1	scaffold_1;scaffold_1	330922;331043	330983;333455	+;+	2475	19977
CLENT_000162-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	333985;334222;334454;334653;335030;335263;335623;336008;336139;336886;337118;337279;337376;337496	334173;334410;334600;334982;335206;335579;335965;336089;336842;337077;337237;337335;337456;337618	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3051	1799
CLENT_000163-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	337669;337945;338116;338289;338442;338671;339039	337897;338067;338241;338398;338631;338992;339272	+;+;+;+;+;+;+	1334	0
CLENT_000163-T2	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	337670;337945;338116;338289;338442;338671	337897;338067;338241;338398;338631;339245	+;+;+;+;+;+	1352	0
CLENT_000164-T1	scaffold_1;scaffold_1;scaffold_1	339424;339924;340116	339881;340077;340286	-;-;-	783	1752
CLENT_000165-T1	scaffold_1	340318	341715	+	1398	5977
CLENT_000166-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	341838;342311;342428;342612;342830;343019	342270;342382;342568;342780;342969;343410	+;+;+;+;+;+	1347	0
CLENT_000166-T2	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	341838;342187;342311;342612;342830;343019	342131;342270;342568;342780;342969;343410	+;+;+;+;+;+	1337	0
CLENT_000167-T1	scaffold_1;scaffold_1	343431;343634	343575;346029	+;+	2541	1658
CLENT_000168-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	346398;346585;346751;346916	346538;346706;346859;346987	+;+;+;+	444	1574
CLENT_000169-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	347454;349165;350152;350346;350440	349088;350109;350302;350398;350740	-;-;-;-;-	3085	4595
CLENT_000170-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	350808;352171;352381;353304	352125;352339;353251;353499	-;-;-;-	2554	0
CLENT_000170-T2	scaffold_1;scaffold_1	350808;353304	353251;353499	-;-	2640	0
CLENT_000171-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	353634;353967;354144;354451;354576	353917;354089;354401;354531;354729	+;+;+;+;+	900	28
CLENT_000172-T1	scaffold_1	354752	355177	-	426	118
CLENT_000173-T1	scaffold_1;scaffold_1;scaffold_1	355229;355459;355927	355414;355882;356795	+;+;+	1479	2415
CLENT_000174-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	357107;357287;357370;357486	357235;357325;357441;357614	+;+;+;+	369	779
CLENT_000175-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	357810;358295;358454;358676	358253;358414;358624;358866	-;-;-;-	926	406
CLENT_000176-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	358937;359047;359275;359727;359901;360535;361016;361581;361889;362240;362452;362648;362843;363246;363418;364079;364546;364905	358984;359230;359684;359861;360491;360966;361542;361847;362188;362408;362606;362799;363200;363372;364035;364490;364859;365821	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6116	24
CLENT_000177-T1	scaffold_1;scaffold_1;scaffold_1	365287;365488;365638	365441;365574;365839	-;-;-	444	0
CLENT_000185-T1	scaffold_1	366041	366112	+	72	7
CLENT_000179-T1	scaffold_1	366370	369252	-	2883	3626
CLENT_000180-T1	scaffold_1;scaffold_1	369404;369961	369910;371688	+;+	2235	0
CLENT_000181-T1	scaffold_1	369424	371688	-	2265	0
CLENT_000182-T1	scaffold_1;scaffold_1;scaffold_1	371710;372061;372600	372017;372554;372667	-;-;-	870	4638
CLENT_000183-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	372682;373025;373308;373581;373946;374185;374601;374776;375687;375821	372979;373254;373535;373898;374140;374556;374726;375641;375778;376341	+;+;+;+;+;+;+;+;+;+	3246	10187
CLENT_000184-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	376454;376839;377312;377539;377710	376801;377258;377487;377664;377902	-;-;-;-;-	1263	0
CLENT_000184-T2	scaffold_1;scaffold_1;scaffold_1;scaffold_1	376454;376839;377312;377710	376787;377258;377664;377900	-;-;-;-	1298	0
CLENT_000186-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	382061;382331;382478;382878;383059;383273;383459;383640;384361;384584	382286;382428;382619;383014;383221;383407;383590;384309;384536;384886	+;+;+;+;+;+;+;+;+;+	2182	2534
CLENT_000187-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	384887;385273;385588;385778;385902	385227;385531;385727;385860;385935	-;-;-;-;-	857	1363
CLENT_000188-T1	scaffold_1;scaffold_1;scaffold_1	385937;387697;388000	387651;387950;388468	-;-;-	2438	0
CLENT_000188-T2	scaffold_1;scaffold_1	385937;387697	387651;388468	-;-	2487	0
CLENT_000189-T1	scaffold_1	388588	388926	-	339	719
CLENT_000190-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	389165;390346;390862;395281;395804	390304;390808;395237;395755;396110	-;-;-;-;-	6761	13203
CLENT_000191-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	396616;396716;396835;396979;397223;397369;397531;397682;397820	396666;396784;396921;397176;397327;397491;397626;397765;397933	-;-;-;-;-;-;-;-;-	927	3
CLENT_000192-T1	scaffold_1;scaffold_1;scaffold_1	398981;399104;399478	399047;399421;399716	+;+;+	624	2724
CLENT_000193-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	400346;400736;401247;401512;401760	400615;401197;401467;401709;402355	+;+;+;+;+	1747	35458
CLENT_000194-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	402342;402644;402789;402972;403355;403481;403589	402590;402743;402917;403298;403429;403531;403941	-;-;-;-;-;-;-	1284	0
CLENT_000194-T2	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	402342;402644;402789;402972;403355	402590;402743;402917;403298;403941	-;-;-;-;-	1392	0
CLENT_000195-T1	scaffold_1	404138	404785	+	648	65
CLENT_000196-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	405791;406129;406258;406649;406767;406987;407189;407410;407650	406080;406213;406597;406725;406901;407114;407359;407559;407830	-;-;-;-;-;-;-;-;-	1557	1616
CLENT_000197-T1	scaffold_1;scaffold_1;scaffold_1	408910;410409;410578	410358;410519;410637	-;-;-	1620	2662
CLENT_000198-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	410714;411457;412609;412832;413033;413306;413539;414247;414619;414847;415108	411416;412556;412772;412993;413259;413492;414202;414568;414803;415066;415115	-;-;-;-;-;-;-;-;-;-;-	3942	879
CLENT_000199-T1	scaffold_1;scaffold_1;scaffold_1	415245;415412;415946	415366;415898;417121	+;+;+	1785	4097
CLENT_000200-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	417121;417200;417322;417867;418299;418824	417160;417284;417824;418258;418775;419306	+;+;+;+;+;+	1980	2869
CLENT_000201-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	419350;419556;419825;420030;420141;420390;420860	419495;419778;419983;420096;420333;420810;421009	+;+;+;+;+;+;+	1359	1732
CLENT_000202-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	421183;421540;421694;421799;422435	421496;421637;421753;422389;423740	-;-;-;-;-	2369	4986
CLENT_000203-T1	scaffold_1;scaffold_1	423814;424453	424167;424653	+;+	555	319
CLENT_000204-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	424453;425487;425635;425872;426079	425448;425594;425794;426032;426174	-;-;-;-;-	1521	563
CLENT_000205-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	426183;426331;426525;427055;427317	426283;426480;427007;427266;427552	+;+;+;+;+	1182	1012
CLENT_000206-T1	scaffold_1	427726	428646	+	921	1968
CLENT_000207-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	428900;429179;429708;430337;430505;430708;430956;431499;431677	429127;429661;430289;430442;430666;430906;431457;431591;431838	-;-;-;-;-;-;-;-;-	2517	528
CLENT_000208-T1	scaffold_1	432080	433234	+	1155	10535
CLENT_000209-T1	scaffold_1;scaffold_1	433662;433874	433820;434470	-;-	756	1790
CLENT_000210-T1	scaffold_1;scaffold_1	434802;436326	436274;436631	-;-	1779	19926
CLENT_000211-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	436992;437378;437830;438005;438201;438421;438644;438760	437327;437786;437957;438157;438377;438601;438714;438813	-;-;-;-;-;-;-;-	1509	18
CLENT_000212-T1	scaffold_1	438952	440457	+	1506	10686
CLENT_000213-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	440228;440309;440464;440670	440233;440327;440624;441218	+;+;+;+	735	0
CLENT_000214-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	440457;442263;442839;443041;443528;443901;444137	442218;442793;442992;443492;443839;444083;444752	-;-;-;-;-;-;-	4010	0
CLENT_000214-T2	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	440457;442263;442839;443041;443528;443901	442218;442793;442992;443492;443839;444752	-;-;-;-;-;-	4063	0
CLENT_000215-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	444807;445019;445356;445468;445680;445859;445999;446192	444971;445312;445415;445629;445813;445949;446145;446449	+;+;+;+;+;+;+;+	1311	923
CLENT_000216-T1	scaffold_1	446616	447134	+	519	30
CLENT_000217-T1	scaffold_1;scaffold_1	447245;447678	447629;448995	-;-	1703	3616
CLENT_000218-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	449132;449294;449445;449557;449719;449908;450074;450210;450323;450484;450632	449246;449390;449511;449671;449857;450024;450160;450269;450430;450588;452001	+;+;+;+;+;+;+;+;+;+;+	2380	1906
CLENT_000219-T1	scaffold_1	451219	451749	-	531	0
CLENT_000220-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	453298;453491;453627;453796;453961;454132;454328	453440;453578;453737;453912;454088;454285;454516	+;+;+;+;+;+;+	930	268
CLENT_000221-T1	scaffold_1;scaffold_1	454510;454986	454943;455375	+;+	824	430
CLENT_000222-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	454985;456305;457194;458340	456250;457141;458258;458570	-;-;-;-	3399	6173
CLENT_000223-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	458367;458453;458566;458703;458998;459468;460069	458410;458519;458646;458957;459420;460018;460588	+;+;+;+;+;+;+	1941	4083
CLENT_000224-T1	scaffold_1;scaffold_1	460862;461050	461010;465986	+;+	5086	7751
CLENT_000225-T1	scaffold_1;scaffold_1;scaffold_1	464329;464749;465133	464700;465045;465951	-;-;-	1488	0
CLENT_000226-T1	scaffold_1;scaffold_1;scaffold_1	466290;466641;467408	466598;467356;467867	-;-;-	1485	68
CLENT_000227-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	467915;468527;469494;469621;469816	468371;469435;469553;469739;469921	-;-;-;-;-	1651	41593
CLENT_000228-T1	scaffold_1;scaffold_1	470577;470822	470772;471678	+;+	1053	9593
CLENT_000229-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	471923;472185;472500;472772;472929;473114	472141;472458;472725;472882;473073;473282	-;-;-;-;-;-	1144	428
CLENT_000230-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	473465;473680;473895;474103;474862	473632;473840;474056;474815;474983	+;+;+;+;+	1326	1419
CLENT_000231-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	475023;475641;475868;476912	475592;475815;476864;476996	-;-;-;-	1827	20942
CLENT_000232-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	477027;477480;479201;479856	477431;479162;479782;480099	-;-;-;-	2914	16554
CLENT_000233-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	480359;480562;480692;480861;481084;481684	480510;480645;480792;481039;481616;481978	+;+;+;+;+;+	1344	8917
CLENT_000234-T1	scaffold_1;scaffold_1	483688;483725	483693;484351	+;+	633	670
CLENT_000236-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	484814;488189;488466;488715	488148;488420;488675;488873	-;-;-;-	3936	3115
CLENT_000235-T1	scaffold_1	484833	487385	+	2553	0
CLENT_000237-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	488874;488997;489105;489275;489404;489550;489714;490075;490330	488953;489057;489223;489360;489505;489673;490023;490284;491345	+;+;+;+;+;+;+;+;+	2108	1326
CLENT_000238-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	491387;491635;491990;492089;492206	491588;491936;492041;492165;493305	+;+;+;+;+	1733	4
CLENT_000238-T2	scaffold_1;scaffold_1;scaffold_1;scaffold_1	491574;491990;492089;492206	491936;492041;492165;493260	+;+;+;+	1547	0
CLENT_000239-T1	scaffold_1;scaffold_1	492572;492879	492833;493234	-;-	618	0
CLENT_000240-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	493427;493724;493869;494006	493666;493819;493958;494158	+;+;+;+	579	1007
CLENT_000241-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	494165;494426;494576;495066;495676;495952;496128;496410;496649;496837;497102;497422	494376;494528;495010;495635;495879;496083;496364;496601;496794;497044;497369;497630	-;-;-;-;-;-;-;-;-;-;-;-	2916	444
CLENT_000242-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	497705;497911;498182;498373	497869;498131;498323;498525	+;+;+;+	681	1300
CLENT_000243-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	498507;498773;498940;500459	498722;498901;500409;500908	+;+;+;+	2265	3007
CLENT_000244-T1	scaffold_1;scaffold_1	501117;503715	503661;505561	+;+	4392	2036
CLENT_000245-T1	scaffold_1;scaffold_1	505941;507535	507367;507614	+;+	1507	2683
CLENT_000246-T1	scaffold_1;scaffold_1;scaffold_1	508149;508537;508722	508496;508671;508826	-;-;-	588	4012
CLENT_000247-T1	scaffold_1;scaffold_1;scaffold_1	508898;509640;509830	509469;509787;509862	-;-;-	753	3521
CLENT_000248-T1	scaffold_1	510332	511579	+	1248	6173
CLENT_000249-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	512749;513013;513167;513371;513731;514188	512967;513115;513328;513515;514140;514435	+;+;+;+;+;+	1287	8171
CLENT_000250-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	514549;514686;514943;515061;515180;515330;515476	514639;514891;515010;515136;515284;515419;515565	-;-;-;-;-;-;-	726	19644
CLENT_000251-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	515637;515730;515878;515991;516122	515689;515829;515946;516077;516346	+;+;+;+;+	534	384
CLENT_000252-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	516367;516477;517307;517400;517583;517715;517924;518339;518580;518759;518887;519176;519633	516432;517256;517358;517530;517675;517883;518299;518528;518709;518844;519132;519594;520277	+;+;+;+;+;+;+;+;+;+;+;+;+	3383	1067
CLENT_000253-T1	scaffold_1;scaffold_1	519938;520041	519991;520256	-;-	270	0
CLENT_000254-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	520363;520925;521294;521410;521526;521677;521801;521950;522151;522322;522476;522639;522784;523173;523282	520873;521068;521357;521477;521626;521761;521900;522099;522263;522417;522591;522738;523128;523243;523429	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2212	5483
CLENT_000255-T1	scaffold_1;scaffold_1	523686;523946	523912;523985	-;-	267	411
CLENT_000256-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	524310;525897;526057;526181;526363;526629;526813;527076;527217;527408;527519;527658;527816;527975;528488	525848;526013;526128;526310;526580;526769;527025;527166;527357;527470;527610;527774;527933;528444;528664	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3699	4704
CLENT_000257-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	529073;529212;529381;529752;530057	529159;529328;529710;530008;530663	-;-;-;-;-	1398	14520
CLENT_000258-T1	scaffold_1	531201	532007	-	807	1908
CLENT_000259-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	532827;533122;533291;533424	533074;533248;533374;533462	-;-;-;-	498	3934
CLENT_000260-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	534160;534472;534686;535497;536201;536434	534426;534630;535327;536153;536383;536958	-;-;-;-;-;-	2433	8448
CLENT_000261-T1	scaffold_1;scaffold_1;scaffold_1	537083;537257;537363	537204;537320;539106	+;+;+	1930	9232
CLENT_000262-T1	scaffold_1	539233	540228	+	996	4844
CLENT_000263-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	540953;541149;541288;541505	541087;541229;541445;541589	-;-;-;-	459	12226
CLENT_000264-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	541743;541926;542091;542264	541877;542049;542221;542679	+;+;+;+	806	3500
CLENT_000266-T1	scaffold_1;scaffold_1	542907;546572	546510;546606	-;-	3639	7797
CLENT_000265-T1	scaffold_1	543069	544400	+	1332	0
CLENT_000267-T1	scaffold_1;scaffold_1	546629;547355	547308;548372	+;+	1698	6324
CLENT_000268-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1	548351;548466;548627;548776	548415;548586;548726;549301	+;+;+;+	812	3360
CLENT_000269-T1	scaffold_1;scaffold_1;scaffold_1	549289;550210;550464	550155;550405;551691	-;-;-	2291	2895
CLENT_000270-T1	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	551833;551960;552207;552356;552709;553148	551900;552149;552317;552664;553092;553351	+;+;+;+;+;+	1266	2
CLENT_000271-T1	scaffold_1;scaffold_1;scaffold_1	552671;555050;555773	554998;555724;555951	-;-;-	3182	8379
